# DOT SELECT - EVERYTHING THE TRAIN-WINDOW SCREEN CUT, WITH THE CRITERION THAT CUT IT.
# SEED=0 book_size=297
# Screened on the RAW F0 scan. The 6,488/6,034 pre-filter is deliberately NOT applied: it uses full-sample agg_pf, folds_plus and trades computed over the months the screen is meant to validate against, so layering a train-only screen on it means the population was already selected with the answer.
signal_def,direction,train_trades,train_wins,train_PF,buckets_present,buckets_profitable,bucket_profit_frac,train_net,reject_criterion
AT_Score_ST:lo + DailyOpen_Dist_ATR:lo + VAL_Side:==0,SHORT,10,9,5.8343,4,4,1.0,396.9,trades 10 < 12
Slope_Accel_LT:hi + Volume_Avg_10:lo + Micro_PriceAccel:hi,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Volume_Ratio_10:lo + VWAP_Z:lo + VAH_Side:==0,SHORT,4,4,inf,2,2,1.0,77.2,trades 4 < 12
Harmonic_OBVf_Concordance:==1 + Sqz_State:==-1 + ST_Flip_Event:==-1,LONG,2,2,inf,2,2,1.0,139.4,trades 2 < 12
Slope_Accel_LT:lo + Micro_AutoCorr:hi + Micro_VPIN:hi,LONG,8,8,inf,5,5,1.0,358.8,trades 8 < 12
Volume_Ratio_10:lo + Momentum_Value:lo + OR_Position:lo,LONG,3,3,inf,2,2,1.0,86.0,trades 3 < 12
Micro_AutoCorr:lo + Micro_BarOverlap:hi + ST_Flip_Event:==1,SHORT,10,9,3.5108,3,2,0.6667,162.2,trades 10 < 12
D2D_Dynamic_Sensitivity:lo + RangeOsc_Val:lo + ADX_Rising:==1,LONG,6,6,inf,5,5,1.0,308.8,trades 6 < 12
Micro_VolOfVol:hi + VA_Position:hi + ST_Flip_Event:==-1,LONG,7,7,inf,4,4,1.0,163.8,trades 7 < 12
Micro_Rejection:lo + Round_500_Dist_ATR:lo + D2D_Signal:==1,LONG,10,10,inf,5,5,1.0,1905.8,trades 10 < 12
ADX_Value:lo + VWAP_Side:==-1 + OR_High_Side:==1,SHORT,8,8,inf,4,4,1.0,375.9,trades 8 < 12
OBV_Velocity:hi + Micro_Amihud:lo + ADX_Value:hi,SHORT,5,5,inf,4,4,1.0,141.4,trades 5 < 12
Micro_IBSP:lo + VAH_Dist_ATR:lo + Session_Low_Dist_ATR:hi,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
D2D_Up_Count:hi + Slope_EMA_LT:hi + Micro_Hurst:lo,LONG,4,4,inf,2,2,1.0,130.4,trades 4 < 12
AT_Score_LT:lo + RangeOsc_Val:lo + Micro_MicroGap:lo,LONG,10,10,inf,3,3,1.0,677.3,trades 10 < 12
RangeOsc_Val:lo + Micro_VolAccel:hi + MultiDay_Slope:lo,LONG,6,6,inf,5,5,1.0,354.4,trades 6 < 12
Sqz_Val:hi + Micro_GarmanKlass:lo + OR_High_Dist_ATR:hi,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
AT_Score_ST:lo + VWAP_Sigma_ATR:lo + Session_Low_Side:==0,SHORT,3,3,inf,2,2,1.0,347.8,trades 3 < 12
AT_Score_ST:hi + Volume_Avg_10:lo + Micro_VPIN:hi,SHORT,1,1,inf,1,1,1.0,73.9,trades 1 < 12
D2D_Dynamic_Sensitivity:lo + Micro_Rejection:lo + VAH_Side:==0,SHORT,6,6,inf,4,4,1.0,227.9,trades 6 < 12
Slope_EMA_LT:hi + KAMA_Slope:hi + OR_Low_Side:==-1,LONG,9,8,4.0247,3,3,1.0,134.9,trades 9 < 12
VA_Position:lo + VWAP_Z:lo + DailyOpen_Side:==-1,LONG,5,5,inf,3,3,1.0,211.0,trades 5 < 12
Bars_Since_Flip:hi + RangeOsc_Val:lo + Micro_CSSpread:hi,LONG,3,3,inf,2,2,1.0,141.1,trades 3 < 12
KAMA_Dist_ATR:lo + Micro_Rejection:hi + ST_Flip_Event:==1,SHORT,1,1,inf,1,1,1.0,15.9,trades 1 < 12
Slope_Accel_LT:hi + Micro_Entropy:lo + TChan_A15:lo,LONG,9,8,1.3572,4,3,0.75,109.3,trades 9 < 12
KAMA_Slope:lo + Micro_RangeVelocity:hi + VA_Position:lo,LONG,7,7,inf,4,4,1.0,272.5,trades 7 < 12
Harmonic_LLEMA:lo + MultiDay_Slope:lo + PrevDay_High_Side:==-1,LONG,3,3,inf,2,2,1.0,75.3,trades 3 < 12
OBV_Velocity:lo + Micro_BarOverlap:lo + ADX_Value:hi,LONG,7,7,inf,6,6,1.0,295.3,trades 7 < 12
Slope_Accel_LT:hi + Session_Low_Dist_ATR:hi + RangeOsc_State:==2,LONG,1,1,inf,1,1,1.0,48.2,trades 1 < 12
OBV_Velocity:hi + OR_Low_Dist_ATR:hi + VWAP_Z:lo,SHORT,10,10,inf,2,2,1.0,161.2,trades 10 < 12
RangeOsc_Val:lo + Volume_Ratio_10:hi + VWAP_Dist_ATR:lo,LONG,10,10,inf,5,5,1.0,468.0,trades 10 < 12
RangeOsc_Val:lo + VWAP_Dist_ATR:lo + VWAP_Sigma_ATR:lo,LONG,10,10,inf,6,6,1.0,485.5,trades 10 < 12
Slope_Accel_ST:hi + RangeOsc_State:==1 + OR_Low_Side:==-1,SHORT,11,10,3.4944,5,5,1.0,156.4,trades 11 < 12
Harmonic_LLEMA:hi + Micro_CSSpread:lo + VAL_Dist_ATR:lo,LONG,11,10,5.8458,4,3,0.75,298.5,trades 11 < 12
Micro_Entropy:hi + Micro_OrderFlowDelta:hi + VAH_Side:==0,SHORT,5,5,inf,3,3,1.0,103.1,trades 5 < 12
Efficiency_Ratio:hi + VWAP_Sigma_ATR:lo + Session_Low_Side:==0,SHORT,9,9,inf,5,5,1.0,573.6,trades 9 < 12
Micro_FailedBreak:lo + RangeOsc_State:==-1 + ST_Flip_Event:==1,SHORT,8,8,inf,3,3,1.0,173.3,trades 8 < 12
Slope_Accel_LT:hi + PrevDay_High_Dist_ATR:hi + PrevDay_Low_Dist_ATR:lo,SHORT,3,3,inf,1,1,1.0,47.6,trades 3 < 12
AT_Score_LT:hi + OBVf_DirStepCount:hi + RangeOsc_State:==-2,SHORT,1,1,inf,1,1,1.0,32.8,trades 1 < 12
AT_Score_LT:lo + WeeklyOpen_Dist_ATR:hi + Upper_Wick:hi,LONG,6,6,inf,3,3,1.0,338.1,trades 6 < 12
OBV_Velocity:hi + Micro_OrderFlowDelta:hi + VWAP_Z:lo,SHORT,5,5,inf,3,3,1.0,92.5,trades 5 < 12
MultiDay_Slope:hi + VWAP_Side:==-1 + OR_High_Side:==1,SHORT,5,4,1.2133,2,1,0.5,8.0,trades 5 < 12
AT_Lookback_ST:hi + Micro_GarmanKlass:lo + Micro_RangeAccel:hi,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Micro_RangeVelocity:lo + D2D_Signal:==-1 + WeeklyOpen_Side:==-1,SHORT,8,8,inf,3,3,1.0,1322.6,trades 8 < 12
AT_Score_LT:hi + OBV_Macd:hi + RangeOsc_State:==2,LONG,8,8,inf,4,4,1.0,346.2,trades 8 < 12
RangeOsc_Val:lo + Volume_Ratio_10:hi + Micro_MomoTransfer:lo,LONG,7,7,inf,5,5,1.0,323.9,trades 7 < 12
D2D_ATR_MA:lo + Micro_FailedBreak:hi + OR_High_Dist_ATR:hi,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
D2D_Persist:hi + Micro_WickImbalance:lo + RangeOsc_State:==-2,SHORT,2,2,inf,2,2,1.0,35.1,trades 2 < 12
Slope_Accel_LT:lo + Micro_RangeVelocity:lo + AT_Regime_ST:==1,LONG,8,8,inf,4,4,1.0,1021.9,trades 8 < 12
KAMA_Dist_ATR:hi + PrevDay_High_Dist_ATR:hi + Session_Low_Dist_ATR:lo,LONG,5,5,inf,1,1,1.0,109.5,trades 5 < 12
KAMA_Slope:lo + ADX_Rising:==1 + AT_Regime_LT:==1,LONG,10,10,inf,4,4,1.0,326.9,trades 10 < 12
AT_Slope_ST:hi + Micro_Amihud:hi + WeeklyOpen_Side:==-1,SHORT,11,11,inf,5,5,1.0,618.1,trades 11 < 12
Slope_Accel_LT:hi + Micro_CSSpread:lo + PrevDay_Close_Dist_ATR:hi,SHORT,2,2,inf,1,1,1.0,26.9,trades 2 < 12
DailyOpen_Dist_ATR:lo + Harmonic_OBVf_Concordance:==1 + Session_Low_Side:==0,SHORT,5,5,inf,4,4,1.0,620.2,trades 5 < 12
D2D_ATR_MA:hi + Volume_Avg_10:hi + Round_100_Dist_ATR:hi,SHORT,10,8,2.8585,1,1,1.0,160.2,trades 10 < 12
AT_Slope_LT:hi + Micro_PriceAccel:lo + OR_Low_Side:==-1,LONG,8,8,inf,4,4,1.0,188.9,trades 8 < 12
OBV_Velocity:hi + Micro_Rejection:hi + VWAP_Z:lo,SHORT,6,6,inf,2,2,1.0,549.0,trades 6 < 12
Slope_EMA_ST:lo + Micro_Rejection:lo + WeeklyOpen_Side:==-1,LONG,11,10,11.2058,4,4,1.0,530.7,trades 11 < 12
Harmonic_LLEMA:lo + Micro_ThrustEff:lo + WeeklyOpen_Side:==-1,LONG,8,7,2.0971,3,2,0.6667,126.6,trades 8 < 12
RangeOsc_Val:lo + Micro_FractalDim:hi + ADX_Rising:==1,LONG,7,6,3.0519,4,3,0.75,126.4,trades 7 < 12
AT_Lookback_ST:hi + Momentum_Value:lo + VWAP_Z:hi,LONG,8,8,inf,3,3,1.0,256.8,trades 8 < 12
Sqz_Val:hi + Micro_BarEntropy:lo + ST_Flip_Event:==1,SHORT,10,9,2.3176,4,3,0.75,201.6,trades 10 < 12
Dist_To_PoC_ATR:hi + Micro_PriceAccel:lo + VWAP_Dist_ATR:lo,LONG,2,2,inf,2,2,1.0,40.1,trades 2 < 12
Slope_EMA_LT:hi + ADX_Value:hi + WeeklyOpen_Side:==-1,SHORT,16,13,1.9923,4,3,0.75,375.5,train_PF 1.9923 < 2.0
KAMA_Slope:hi + Micro_Rejection:hi + PrevDay_Low_Side:==-1,SHORT,4,4,inf,2,2,1.0,134.5,trades 4 < 12
Micro_VolAccel:hi + Body_Size:lo + VAH_Side:==0,SHORT,2,2,inf,2,2,1.0,44.9,trades 2 < 12
AT_Score_ST:hi + Volume_Ratio_10:hi + Micro_Entropy:lo,SHORT,9,8,7.7437,4,3,0.75,294.7,trades 9 < 12
AT_Slope_LT:hi + VWAP_Side:==-1 + OR_High_Side:==-1,LONG,10,9,13.2755,3,3,1.0,686.2,trades 10 < 12
D2D_ATR_MA:hi + Slope_Accel_LT:hi + Round_500_Dist_ATR:hi,LONG,3,3,inf,3,3,1.0,179.0,trades 3 < 12
Slope_Accel_LT:lo + Micro_Amihud:lo + PrevDay_High_Dist_ATR:lo,LONG,11,10,3.8161,3,2,0.6667,217.4,trades 11 < 12
Harmonic_LLEMA:hi + PrevDay_Close_Dist_ATR:hi + OR_Low_Dist_ATR:hi,SHORT,7,6,6.2874,3,2,0.6667,353.2,trades 7 < 12
PrevDay_Close_Dist_ATR:hi + DailyOpen_Dist_ATR:lo + OBVf_Signal:==-1,LONG,1,1,inf,1,1,1.0,453.0,trades 1 < 12
Slope_Accel_LT:hi + Sqz_Val:lo + VWAP_Dist_ATR:hi,LONG,9,9,inf,4,4,1.0,435.6,trades 9 < 12
VA_Position:hi + ST_Flip_Event:==1 + WeeklyOpen_Side:==-1,LONG,5,4,1.9006,3,2,0.6667,172.2,trades 5 < 12
D2D_Dn_Count:hi + AT_Slope_ST:lo + Micro_VolAccel:lo,SHORT,11,10,1.9137,4,3,0.75,139.8,trades 11 < 12
AT_Slope_ST:hi + MultiDay_Position:lo + VWAP_Side:==1,SHORT,10,9,4.0048,4,4,1.0,252.1,trades 10 < 12
RangeOsc_Val:lo + Volume_Ratio_10:hi + Micro_MicroGap:lo,LONG,6,6,inf,3,3,1.0,280.6,trades 6 < 12
AT_Score_LT:lo + Micro_RangeVelocity:lo + OBVf_Signal:==-1,LONG,9,8,2.1698,2,1,0.5,214.3,trades 9 < 12
AT_Score_ST:lo + Micro_RollProxy:hi + MultiDay_Slope:hi,LONG,8,8,inf,2,2,1.0,264.2,trades 8 < 12
Slope_Accel_LT:hi + Micro_AutoCorr:hi + TChan_A15:lo,LONG,6,4,0.3204,4,2,0.5,-415.9,trades 6 < 12
Sqz_Val:hi + PrevDay_Close_Dist_ATR:hi + Harmonic_OBVf_Concordance:==1,SHORT,7,7,inf,2,2,1.0,143.8,trades 7 < 12
KAMA_Dist_ATR:hi + Sqz_Val:lo + Micro_MomoTransfer:lo,LONG,4,4,inf,4,4,1.0,121.2,trades 4 < 12
EMA_Oscillator:lo + Micro_Entropy:lo + Session_Low_Side:==0,SHORT,11,11,inf,6,6,1.0,795.5,trades 11 < 12
D2D_Dynamic_Sensitivity:lo + Micro_RollProxy:hi + Micro_VolOfVol:lo,LONG,5,5,inf,4,4,1.0,122.0,trades 5 < 12
D2D_Persist:hi + OBVf_Signal:==-1 + PrevDay_Low_Side:==-1,LONG,3,3,inf,1,1,1.0,192.4,trades 3 < 12
D2D_Up_Count:hi + OBV_Macd:lo + Micro_Rejection:lo,LONG,6,6,inf,3,3,1.0,1507.4,trades 6 < 12
OBV_Velocity:lo + OR_Position:lo + DailyOpen_Side:==1,LONG,10,10,inf,4,4,1.0,1050.9,trades 10 < 12
OR_Position:hi + RangeOsc_State:==2 + AT_Regime_LT:==1,SHORT,1,1,inf,1,1,1.0,35.5,trades 1 < 12
AT_Score_ST:hi + Volume_Ratio_10:hi + Round_500_Dist_ATR:lo,SHORT,9,8,4.3367,4,4,1.0,334.0,trades 9 < 12
MultiDay_Position:hi + Upper_Wick:lo + PrevDay_Low_Side:==-1,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
AT_Slope_ST:lo + Micro_WickImbalance:lo + RangeOsc_State:==2,LONG,24,20,1.5843,6,4,0.6667,271.1,train_PF 1.5843 < 2.0
D2D_Persist:hi + Bars_Since_Flip:lo + PrevDay_Low_Side:==-1,SHORT,5,5,inf,3,3,1.0,139.8,trades 5 < 12
OBV_Velocity:lo + Micro_IBSP:lo + Session_Low_Dist_ATR:lo,LONG,7,7,inf,4,4,1.0,255.8,trades 7 < 12
OBV_Macd:lo + Micro_WickImbalance:hi + PrevDay_Close_Dist_ATR:hi,LONG,4,4,inf,3,3,1.0,77.3,trades 4 < 12
Momentum_Value:hi + VAL_Dist_ATR:lo + VWAP_Sigma_ATR:hi,SHORT,4,4,inf,3,3,1.0,70.8,trades 4 < 12
Micro_Entropy:lo + Micro_Rejection:lo + VAL_Side:==0,SHORT,7,7,inf,3,3,1.0,674.4,trades 7 < 12
Micro_GarmanKlass:hi + Micro_HLAsymmetry:lo + Round_1000_Dist_ATR:hi,SHORT,7,6,1.8907,2,2,1.0,48.9,trades 7 < 12
Micro_GarmanKlass:lo + RangeOsc_State:==-2 + ST_Flip_Event:==-1,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Bar_Range:lo + PrevDay_High_Dist_ATR:lo + OR_Position:lo,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
KAMA_Dist_ATR:hi + Round_1000_Dist_ATR:hi + PrevDay_Close_Side:==-1,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
KAMA_Slope:lo + Micro_BarOverlap:hi + AT_Regime_ST:==1,LONG,5,5,inf,5,5,1.0,116.5,trades 5 < 12
Micro_TickIntensity:hi + Micro_VolAccel:lo + VAL_Side:==0,SHORT,9,9,inf,4,4,1.0,161.6,trades 9 < 12
OBV_Macd:lo + Micro_Lambda:lo + PrevDay_Low_Dist_ATR:hi,LONG,5,5,inf,3,3,1.0,257.2,trades 5 < 12
RangeOsc_Val:lo + Micro_CSSpread:hi + Micro_RollProxy:hi,LONG,8,7,3.7472,3,3,1.0,242.3,trades 8 < 12
D2D_Dynamic_Sensitivity:lo + Micro_ThrustEff:lo + VWAP_Z:hi,LONG,4,4,inf,2,2,1.0,172.8,trades 4 < 12
DailyOpen_Dist_ATR:lo + Session_High_Dist_ATR:hi + RangeOsc_State:==-1,LONG,2,2,inf,1,1,1.0,137.5,trades 2 < 12
Slope_EMA_LT:hi + Sqz_State:==1 + OR_Low_Side:==-1,LONG,9,7,4.285,4,3,0.75,466.8,trades 9 < 12
Micro_Lambda:hi + Session_High_Dist_ATR:hi + Lower_Wick:hi,LONG,7,7,inf,3,3,1.0,236.4,trades 7 < 12
RangeOsc_Val:lo + Micro_RangeVelocity:lo + Upper_Wick:lo,LONG,4,4,inf,3,3,1.0,83.1,trades 4 < 12
Micro_AutoCorr:lo + RangeOsc_State:==-2 + ST_Flip_Event:==1,LONG,4,4,inf,2,2,1.0,186.6,trades 4 < 12
Micro_IBSP:hi + Micro_RollProxy:lo + ST_Flip_Event:==1,LONG,10,10,inf,4,4,1.0,372.3,trades 10 < 12
KAMA_Dist:hi + RangeOsc_State:==-2 + AT_Regime_LT:==1,SHORT,10,10,inf,3,3,1.0,401.8,trades 10 < 12
AT_Score_ST:lo + Micro_Amihud:hi + Micro_FailedBreak:lo,LONG,3,3,inf,2,2,1.0,128.7,trades 3 < 12
Micro_FailedBreak:lo + VAH_Dist_ATR:lo + ST_Flip_Event:==1,SHORT,6,6,inf,3,3,1.0,151.1,trades 6 < 12
AT_Score_LT:hi + Micro_OrderFlowDelta:hi + Body_Size:lo,SHORT,6,6,inf,4,4,1.0,216.9,trades 6 < 12
Micro_IBSP:lo + Upper_Wick:lo + PoC_Side:==-1,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Harmonic_LLEMA:lo + Sqz_State:==1 + RangeOsc_State:==-1,LONG,8,8,inf,4,4,1.0,278.0,trades 8 < 12
VWAP_Sigma:lo + OR_Position:hi + ST_Flip_Event:==1,LONG,6,5,6.736,4,3,0.75,358.5,trades 6 < 12
Slope_Accel_LT:lo + Micro_LogReturn:lo + ST_Flip_Event:==-1,SHORT,10,10,inf,4,4,1.0,238.9,trades 10 < 12
OBV_Velocity:lo + Micro_PriceAccel:lo + Round_1000_Dist_ATR:hi,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Slope_Accel_LT:lo + Micro_WickImbalance:hi + VAL_Dist_ATR:hi,LONG,8,7,2.6582,2,2,1.0,196.0,trades 8 < 12
OBV_Velocity:hi + Micro_HLAsymmetry:lo + Volume:lo,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Sqz_Val:lo + Upper_Wick:lo + Lower_Wick:lo,LONG,4,4,inf,2,2,1.0,114.4,trades 4 < 12
D2D_Persist:hi + Micro_IBSP:lo + RangeOsc_State:==-2,SHORT,3,3,inf,2,2,1.0,78.3,trades 3 < 12
D2D_Dynamic_Sensitivity:lo + Micro_BarOverlap:hi + RangeOsc_State:==1,SHORT,11,10,5.35,4,3,0.75,208.8,trades 11 < 12
OBV_Velocity:hi + RangeOsc_State:==2 + PrevDay_High_Side:==1,SHORT,11,11,inf,5,5,1.0,298.3,trades 11 < 12
Volume_Avg_10:lo + Upper_Wick:hi + VWAP_Z:lo,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Micro_RangeAccel:lo + TChan_A15:lo + D2D_Signal:==-1,SHORT,3,3,inf,3,3,1.0,181.8,trades 3 < 12
D2D_ATR_MA:lo + Micro_MicroGap:lo + OR_Low_Dist_ATR:hi,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Volume_Ratio_10:lo + RangeOsc_State:==2 + ST_Flip_Event:==1,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
D2D_Dynamic_Sensitivity:lo + OR_High_Dist_ATR:hi + MultiDay_Slope:lo,SHORT,1,1,inf,1,1,1.0,25.6,trades 1 < 12
AT_Slope_ST:hi + Session_High_Dist_ATR:hi + ADX_Value:lo,SHORT,7,7,inf,3,3,1.0,359.3,trades 7 < 12
Momentum_Value:hi + TChan_A15:lo + WeeklyOpen_Side:==1,SHORT,1,1,inf,1,1,1.0,31.4,trades 1 < 12
Bars_Since_Flip:hi + Micro_ThrustEff:lo + VAL_Dist_ATR:lo,LONG,10,10,inf,5,5,1.0,474.6,trades 10 < 12
OBV_Velocity:lo + OR_Position:lo + AT_Regime_LT:==0,LONG,9,9,inf,5,5,1.0,1034.4,trades 9 < 12
Micro_TickIntensity:hi + VWAP_Z:lo + AT_Regime_LT:==0,SHORT,11,10,3.5381,5,4,0.8,283.0,trades 11 < 12
AT_Score_ST:lo + Micro_MicroGap:lo + RangeOsc_State:==-1,LONG,9,9,inf,4,4,1.0,370.9,trades 9 < 12
KAMA_Dist_ATR:hi + Micro_BarEntropy:lo + Micro_ThrustEff:hi,SHORT,6,5,8.9868,3,2,0.6667,303.5,trades 6 < 12
Momentum_Value:hi + Micro_VolAccel:lo + WeeklyOpen_Dist_ATR:hi,SHORT,11,9,1.6644,4,3,0.75,79.2,trades 11 < 12
Micro_Amihud:lo + Micro_VPIN:lo + ST_Flip_Event:==-1,LONG,8,8,inf,5,5,1.0,141.6,trades 8 < 12
D2D_ATR_MA:lo + Slope_Accel_LT:hi + VAH_Side:==-1,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Micro_MicroGap:hi + D2D_Signal:==-1 + AT_Regime_LT:==1,SHORT,10,10,inf,4,4,1.0,281.8,trades 10 < 12
Bars_Since_Flip:hi + Micro_CSSpread:lo + VAL_Side:==0,SHORT,6,5,1.4625,3,2,0.6667,34.5,trades 6 < 12
KAMA_Dist:hi + Micro_Hurst:hi + ADX_Value:lo,SHORT,8,7,8.0289,3,3,1.0,655.8,trades 8 < 12
AT_Score_ST:hi + Micro_VolOfVol:hi + PrevDay_High_Side:==1,SHORT,9,9,inf,4,4,1.0,382.7,trades 9 < 12
RangeOsc_Val:lo + Upper_Wick:lo + DailyOpen_Side:==1,LONG,2,2,inf,2,2,1.0,71.6,trades 2 < 12
AT_Score_LT:hi + Micro_BarOverlap:hi + Micro_MomoTransfer:hi,SHORT,2,2,inf,2,2,1.0,61.1,trades 2 < 12
AT_Score_LT:hi + Micro_MicroGap:lo + OR_High_Side:==-1,LONG,4,3,1.1158,2,1,0.5,11.5,trades 4 < 12
AT_Score_ST:lo + Slope_Accel_LT:hi + OR_Low_Side:==1,SHORT,9,9,inf,3,3,1.0,196.6,trades 9 < 12
Micro_Lambda:lo + Micro_VPIN:lo + ST_Flip_Event:==-1,LONG,11,11,inf,5,5,1.0,344.5,trades 11 < 12
Micro_RangeAccel:hi + VAH_Dist_ATR:lo + Body_Size:lo,LONG,7,6,629.0,3,3,1.0,188.4,trades 7 < 12
PrevDay_High_Dist_ATR:hi + Round_500_Dist_ATR:lo + ST_Flip_Event:==1,SHORT,3,3,inf,3,3,1.0,49.2,trades 3 < 12
Sqz_Val:lo + Volume_Ratio_10:hi + Micro_BarEntropy:lo,LONG,6,6,inf,4,4,1.0,260.8,trades 6 < 12
AT_Score_ST:hi + Volume_Avg_10:lo + MultiDay_Slope:hi,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
OBV_Macd:lo + RangeOsc_State:==2 + PrevDay_Low_Side:==-1,LONG,22,19,1.1827,4,3,0.75,88.3,train_PF 1.1827 < 2.0
Micro_RangeAccel:hi + VWAP_Dist_ATR:lo + VAL_Dist_ATR:hi,LONG,3,3,inf,2,2,1.0,45.3,trades 3 < 12
Micro_VPIN:lo + Body_Size:lo + ST_Flip_Event:==-1,LONG,3,3,inf,2,2,1.0,161.1,trades 3 < 12
D2D_Dynamic_Sensitivity:lo + Micro_FailedBreak:lo + Micro_Lambda:lo,LONG,8,8,inf,3,3,1.0,368.5,trades 8 < 12
Slope_EMA_LT:lo + VAL_Dist_ATR:hi + OR_Position:hi,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Micro_BarOverlap:hi + Micro_WickImbalance:hi + VAL_Side:==0,SHORT,5,5,inf,4,4,1.0,84.8,trades 5 < 12
VA_Position:lo + OBVf_Signal:==1 + OR_High_Side:==1,SHORT,13,11,1.9341,3,3,1.0,145.9,train_PF 1.9341 < 2.0
AT_Slope_LT:hi + Micro_MomoTransfer:hi + OR_Position:lo,LONG,4,3,2.5605,2,1,0.5,69.6,trades 4 < 12
OBV_Velocity:lo + Session_Low_Side:==0 + WeeklyOpen_Side:==-1,SHORT,6,6,inf,4,4,1.0,176.5,trades 6 < 12
Micro_BarOverlap:lo + Micro_RangeAccel:lo + ST_Flip_Event:==1,SHORT,3,3,inf,2,2,1.0,77.7,trades 3 < 12
D2D_Persist:hi + Micro_CSSpread:hi + WeeklyOpen_Side:==1,SHORT,3,3,inf,1,1,1.0,34.4,trades 3 < 12
Slope_Accel_LT:lo + Micro_BarOverlap:hi + RangeOsc_State:==2,LONG,5,5,inf,3,3,1.0,261.6,trades 5 < 12
Slope_Accel_LT:lo + Micro_Hurst:hi + ADX_Value:lo,LONG,8,8,inf,3,3,1.0,353.7,trades 8 < 12
AT_Score_LT:hi + Micro_OrderFlowDelta:hi + PrevDay_Low_Dist_ATR:lo,LONG,18,16,1.6229,5,4,0.8,309.7,train_PF 1.6229 < 2.0
AT_Slope_ST:hi + VA_Position:lo + VWAP_Side:==1,SHORT,8,7,2.23,2,2,1.0,103.2,trades 8 < 12
Efficiency_Ratio:hi + PrevDay_Low_Dist_ATR:lo + Session_Low_Side:==0,SHORT,11,11,inf,6,6,1.0,381.8,trades 11 < 12
Micro_Amihud:lo + Micro_ThrustEff:hi + RangeOsc_State:==-2,LONG,2,2,inf,2,2,1.0,242.3,trades 2 < 12
Micro_Lambda:lo + Micro_MicroGap:hi + Upper_Wick:lo,LONG,5,5,inf,3,3,1.0,111.0,trades 5 < 12
D2D_Persist:lo + Micro_OrderFlowDelta:lo + ADX_Value:lo,LONG,3,2,0.5589,3,2,0.6667,-29.2,trades 3 < 12
Micro_OrderFlowDelta:lo + Micro_PriceAccel:hi + VWAP_Sigma:lo,LONG,9,9,inf,4,4,1.0,294.8,trades 9 < 12
AT_Slope_ST:hi + Micro_Hurst:hi + Micro_ThrustEff:hi,SHORT,9,9,inf,3,3,1.0,452.0,trades 9 < 12
MultiDay_Position:lo + Volume:lo + OR_High_Side:==1,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Efficiency_Ratio:hi + PrevDay_Low_Dist_ATR:hi + PrevDay_Low_Side:==-1,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
DailyOpen_Dist_ATR:lo + ST_Flip_Event:==-1 + PrevDay_Low_Side:==-1,LONG,5,5,inf,4,4,1.0,207.1,trades 5 < 12
Slope_Accel_ST:hi + OBVf_DirStepCount:lo + ADX_Value:hi,LONG,6,6,inf,4,4,1.0,419.4,trades 6 < 12
Sqz_Val:hi + RangeOsc_Val:lo + Round_1000_Dist_ATR:hi,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Micro_Entropy:hi + Micro_TickIntensity:hi + VAH_Side:==0,SHORT,5,5,inf,4,4,1.0,79.6,trades 5 < 12
D2D_ATR_MA:lo + Slope_Accel_LT:hi + KAMA_Dist_ATR:lo,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Slope_EMA_LT:lo + Slope_Accel_LT:hi + Micro_BarEntropy:lo,SHORT,7,7,inf,4,4,1.0,490.4,trades 7 < 12
OBV_Velocity:lo + Micro_Amihud:hi + ADX_Value:hi,LONG,7,7,inf,5,5,1.0,330.1,trades 7 < 12
Micro_LogReturn:hi + VAL_Side:==0 + OR_High_Side:==0,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
OBV_Velocity:hi + Micro_OrderFlowDelta:hi + OR_Position:hi,SHORT,9,9,inf,5,5,1.0,164.1,trades 9 < 12
RangeOsc_Val:lo + Micro_FractalDim:lo + Micro_LogReturn:lo,LONG,10,8,2.6068,5,5,1.0,269.3,trades 10 < 12
